condition,seed,phase,cost,horizon,weight_mean
D3,27,pre_impact,compression,3,1.225199126177761
D3,27,pre_impact,compression,4,1.2219441561184357
D3,27,pre_impact,compression,5,1.2190929265228059
D3,27,pre_impact,compression,6,1.2169881465173378
D3,27,pre_impact,compression,7,1.2154680132690217
D3,27,pre_impact,velocity,0,1.5390052192397734
D3,27,pre_impact,velocity,1,3.756922025353008
D3,27,pre_impact,velocity,2,7.275118557773308
D3,27,pre_impact,velocity,3,9.297364378840568
D3,27,pre_impact,velocity,4,9.633691376950157
D3,27,pre_impact,velocity,5,9.61994794606046
D3,27,pre_impact,velocity,6,9.320515382652545
D3,27,pre_impact,velocity,7,7.8608952120384155
D3,27,pre_impact,smoothness,0,0.31676420184544546
D3,27,pre_impact,smoothness,1,0.27599197810895637
D3,27,pre_impact,smoothness,2,0.4998312693965998
D3,27,pre_impact,smoothness,3,0.44839983027077573
D3,27,pre_impact,smoothness,4,0.6035944625977112
D3,27,pre_impact,smoothness,5,0.7619188933416006
D3,27,pre_impact,smoothness,6,0.7216518452393575
D3,27,pre_impact,smoothness,7,0.7481698177863756
D3,27,capture,object,0,20.83339139235175
D3,27,capture,object,1,20.459973247272966
D3,27,capture,object,2,20.410771305716306
D3,27,capture,object,3,20.471980185062172
D3,27,capture,object,4,20.718886900774592
D3,27,capture,object,5,21.192058749289025
D3,27,capture,object,6,21.837306285832014
D3,27,capture,object,7,22.57618319096668
D3,27,capture,grasp,0,171.25587280999716
D3,27,capture,grasp,1,165.92594333145004
D3,27,capture,grasp,2,166.11439996973473
D3,27,capture,grasp,3,166.30517803505845
D3,27,capture,grasp,4,166.3483189393657
D3,27,capture,grasp,5,166.33529869981123
D3,27,capture,grasp,6,166.3020401161917
D3,27,capture,grasp,7,166.2583530829787
D3,27,capture,compression,0,26.48503788585505
D3,27,capture,compression,1,26.623443376325916
D3,27,capture,compression,2,26.649972543433176
D3,27,capture,compression,3,26.65371485466419
D3,27,capture,compression,4,26.657689761629314
D3,27,capture,compression,5,26.659973883823323
D3,27,capture,compression,6,26.660303673994274
D3,27,capture,compression,7,26.659558875302576
D3,27,capture,velocity,0,5.671166501224483
D3,27,capture,velocity,1,2.3038367700660296
D3,27,capture,velocity,2,2.2669242960489595
D3,27,capture,velocity,3,2.484814598179005
D3,27,capture,velocity,4,2.525336253587597
D3,27,capture,velocity,5,2.5272088135076904
D3,27,capture,velocity,6,2.5271992413813407
D3,27,capture,velocity,7,2.5345696771997472
D3,27,capture,smoothness,0,1.1256322422764302
D3,27,capture,smoothness,1,0.9331640977343278
D3,27,capture,smoothness,2,0.6227866559055936
D3,27,capture,smoothness,3,0.6301540514343887
D3,27,capture,smoothness,4,0.6685920156634734
D3,27,capture,smoothness,5,0.7915590816957617
D3,27,capture,smoothness,6,0.8049380967770159
D3,27,capture,smoothness,7,0.7984193336018844
D3,27,hold,object,0,61.80484401071923
D3,27,hold,object,1,60.18905188916771
D3,27,hold,object,2,59.59688959864937
D3,27,hold,object,3,59.09271113958106
D3,27,hold,object,4,58.61973484482232
D3,27,hold,object,5,58.2402444179191
D3,27,hold,object,6,57.95319103823923
D3,27,hold,object,7,57.75133477608056
D3,27,hold,grasp,0,30.205337738488097
D3,27,hold,grasp,1,27.825569972577203
D3,27,hold,grasp,2,27.745719761668756
D3,27,hold,grasp,3,27.770878821680764
D3,27,hold,grasp,4,27.765410531289366
D3,27,hold,grasp,5,27.750049339933692
D3,27,hold,grasp,6,27.73520012058938
D3,27,hold,grasp,7,27.726006929949925
D3,27,hold,compression,0,68.00487447946487
D3,27,hold,compression,1,68.68849920110289
D3,27,hold,compression,2,68.78458721009068
D3,27,hold,compression,3,68.68015126495847
D3,27,hold,compression,4,68.53985750182063
D3,27,hold,compression,5,68.41045208272831
D3,27,hold,compression,6,68.30953094636678
D3,27,hold,compression,7,68.23645895866763
D3,27,hold,velocity,0,1.9725139725206275
D3,27,hold,velocity,1,1.8966659164602198
D3,27,hold,velocity,2,2.143022756245892
D3,27,hold,velocity,3,2.3946776209979483
D3,27,hold,velocity,4,2.452972818706052
D3,27,hold,velocity,5,2.467584279652423
D3,27,hold,velocity,6,2.4674931386632695
D3,27,hold,velocity,7,2.4277616364932473
D3,27,hold,smoothness,0,1.6471964322914692
D3,27,hold,smoothness,1,1.3409571754792045
D3,27,hold,smoothness,2,1.3825288743745938
D3,27,hold,smoothness,3,1.351620877557361
D3,27,hold,smoothness,4,1.4856978797654528
D3,27,hold,smoothness,5,1.7104911901134203
D3,27,hold,smoothness,6,1.727399568823317
D3,27,hold,smoothness,7,1.7423703244836881
M0,7,intercept,object,0,1703.7612012958127
M0,7,intercept,object,1,1356.8536882259214
M0,7,intercept,object,2,1129.995038182729
M0,7,intercept,object,3,821.2500754051704
M0,7,intercept,object,4,458.7251372742653
M0,7,intercept,object,5,236.6976758037533
M0,7,intercept,object,6,137.3005550580814
M0,7,intercept,object,7,91.45182177846993
M0,7,intercept,grasp,0,414.31833222633526
M0,7,intercept,grasp,1,342.30619797807304
M0,7,intercept,grasp,2,319.4811184976502
M0,7,intercept,grasp,3,307.21816867672504
M0,7,intercept,grasp,4,298.83682847891873
M0,7,intercept,grasp,5,292.7493517071362
M0,7,intercept,grasp,6,288.70102524734637
M0,7,intercept,grasp,7,286.327189313579
M0,7,intercept,compression,0,0.07235640434918404
M0,7,intercept,compression,1,0.0721192791517153
M0,7,intercept,compression,2,0.0725471753770907
M0,7,intercept,compression,3,0.07317383162875267
M0,7,intercept,compression,4,0.07377984215984613
M0,7,intercept,compression,5,0.07426277447180657
M0,7,intercept,compression,6,0.07461291062625434
M0,7,intercept,compression,7,0.07484038730026993
M0,7,intercept,velocity,0,2.978057341855313
M0,7,intercept,velocity,1,3.3253713748759552
M0,7,intercept,velocity,2,7.035127654914349
M0,7,intercept,velocity,3,6.752164536356446
M0,7,intercept,velocity,4,6.551802169654245
M0,7,intercept,velocity,5,6.727138782334244
M0,7,intercept,velocity,6,6.695187823415895
M0,7,intercept,velocity,7,5.920616071611437
M0,7,intercept,smoothness,0,1.1746104873692387
M0,7,intercept,smoothness,1,0.3505522558272689
M0,7,intercept,smoothness,2,0.4141507045505516
M0,7,intercept,smoothness,3,0.3286752999065662
M0,7,intercept,smoothness,4,0.3397986960885167
M0,7,intercept,smoothness,5,0.42014327481682784
M0,7,intercept,smoothness,6,0.39259624676526117
M0,7,intercept,smoothness,7,0.39675349734946846
M0,7,pre_impact,object,0,1550.5264510912828
M0,7,pre_impact,object,1,1284.7278933066525
M0,7,pre_impact,object,2,1098.1888716959413
M0,7,pre_impact,object,3,821.3187461872778
M0,7,pre_impact,object,4,485.5524788469157
M0,7,pre_impact,object,5,266.2769421568877
M0,7,pre_impact,object,6,160.86570546295988
M0,7,pre_impact,object,7,109.37697717951679
M0,7,pre_impact,grasp,0,82.27277130971736
M0,7,pre_impact,grasp,1,82.8754744427275
M0,7,pre_impact,grasp,2,84.12432476768168
M0,7,pre_impact,grasp,3,84.95493639404881
M0,7,pre_impact,grasp,4,85.3866989805472
M0,7,pre_impact,grasp,5,85.6735868908396
M0,7,pre_impact,grasp,6,85.85936120032234
M0,7,pre_impact,grasp,7,85.92897633654299
M0,7,pre_impact,compression,0,0.6291703004663731
M0,7,pre_impact,compression,1,0.6244025769135118
M0,7,pre_impact,compression,2,0.6199320356803298
M0,7,pre_impact,compression,3,0.6138365124447434
M0,7,pre_impact,compression,4,0.607769983570164
M0,7,pre_impact,compression,5,0.60280053508616
M0,7,pre_impact,compression,6,0.5991033493596796
M0,7,pre_impact,compression,7,0.5964174469656299
M0,7,pre_impact,velocity,0,2.6245259441928033
M0,7,pre_impact,velocity,1,1.5844704481241485
M0,7,pre_impact,velocity,2,1.1746844115747077
M0,7,pre_impact,velocity,3,1.195136254220427
M0,7,pre_impact,velocity,4,1.2535824399438757
M0,7,pre_impact,velocity,5,1.2651323178306353
M0,7,pre_impact,velocity,6,1.2760647919665749
M0,7,pre_impact,velocity,7,1.377234551768642
M0,7,pre_impact,smoothness,0,1.5900726312848834
M0,7,pre_impact,smoothness,1,0.39815474787712873
M0,7,pre_impact,smoothness,2,0.46501111311631477
M0,7,pre_impact,smoothness,3,0.30571187078482454
M0,7,pre_impact,smoothness,4,0.23183936415673173
M0,7,pre_impact,smoothness,5,0.22417635915128797
M0,7,pre_impact,smoothness,6,0.23028572418929952
M0,7,pre_impact,smoothness,7,0.2169163769568754
M0,7,capture,object,0,301.93501700077104
M0,7,capture,object,1,251.0216022917166
M0,7,capture,object,2,226.28906056647617
M0,7,capture,object,3,189.41118855971317
M0,7,capture,object,4,130.40050054368157
M0,7,capture,object,5,85.61483207749784
M0,7,capture,object,6,60.68387754463098
M0,7,capture,object,7,46.523578762094154
M0,7,capture,grasp,0,322.30158851409647
M0,7,capture,grasp,1,257.36660539051104
M0,7,capture,grasp,2,236.65252844756478
M0,7,capture,grasp,3,225.13823947853538
M0,7,capture,grasp,4,217.1872203967505
M0,7,capture,grasp,5,211.40809703332837
M0,7,capture,grasp,6,207.55743873667572
M0,7,capture,grasp,7,205.28332377427887
M0,7,capture,compression,0,295.1135610080906
M0,7,capture,compression,1,295.57141215475
M0,7,capture,compression,2,300.617460975138
M0,7,capture,compression,3,307.65836664496084
M0,7,capture,compression,4,314.4230934116565
M0,7,capture,compression,5,319.7849274431978
M0,7,capture,compression,6,323.68562697595155
M0,7,capture,compression,7,326.28966734014153
M0,7,capture,velocity,0,1.88951636970256
M0,7,capture,velocity,1,3.9615963587645333
M0,7,capture,velocity,2,12.632443315743824
M0,7,capture,velocity,3,11.889982130857902
M0,7,capture,velocity,4,11.404326568598673
M0,7,capture,velocity,5,11.963282902476264
M0,7,capture,velocity,6,11.94089793095577
M0,7,capture,velocity,7,9.90980534088421
M0,7,capture,smoothness,0,1.416103654283002
M0,7,capture,smoothness,1,0.6300857919331572
M0,7,capture,smoothness,2,1.0142520491442844
M0,7,capture,smoothness,3,1.0578979694079693
M0,7,capture,smoothness,4,1.7353484677728928
M0,7,capture,smoothness,5,3.086706463695069
M0,7,capture,smoothness,6,2.588901841414487
M0,7,capture,smoothness,7,2.790460646851022
M0,7,hold,object,0,869.8040459991753
M0,7,hold,object,1,818.5639924491999
M0,7,hold,object,2,796.877229541782
M0,7,hold,object,3,679.3768247245125
M0,7,hold,object,4,464.9053959918174
M0,7,hold,object,5,297.23051170823794
M0,7,hold,object,6,204.3903230724644
M0,7,hold,object,7,153.60631042225535
M0,7,hold,grasp,0,10.89812336753615
M0,7,hold,grasp,1,11.27592822755223
M0,7,hold,grasp,2,11.541447217678206
M0,7,hold,grasp,3,11.714269492776676
M0,7,hold,grasp,4,11.820840763549217
M0,7,hold,grasp,5,11.896543720068506
M0,7,hold,grasp,6,11.94602020067661
M0,7,hold,grasp,7,11.965665445578946
M0,7,hold,compression,0,47.253219019206675
M0,7,hold,compression,1,46.99721244353399
M0,7,hold,compression,2,46.70851976429994
M0,7,hold,compression,3,46.33625417495645
M0,7,hold,compression,4,45.974222984864454
M0,7,hold,compression,5,45.67774991974893
M0,7,hold,compression,6,45.456623395109396
M0,7,hold,compression,7,45.29523672343582
M0,7,hold,velocity,0,1.7045579593822102
M0,7,hold,velocity,1,1.122327627561078
M0,7,hold,velocity,2,0.9294773832466079
M0,7,hold,velocity,3,0.9554221414251008
M0,7,hold,velocity,4,0.9870225150524738
M0,7,hold,velocity,5,0.9927131239728192
M0,7,hold,velocity,6,0.999544877870837
M0,7,hold,velocity,7,1.059874050713365
M0,7,hold,smoothness,0,3.561650600651276
M0,7,hold,smoothness,1,1.2462414155712216
M0,7,hold,smoothness,2,1.3684617966378503
M0,7,hold,smoothness,3,1.018885234157221
M0,7,hold,smoothness,4,0.861126428890706
M0,7,hold,smoothness,5,0.8681921057955211
M0,7,hold,smoothness,6,0.8872827409099946
M0,7,hold,smoothness,7,0.8518923875092459
M0,17,intercept,object,0,353.16463229624446
M0,17,intercept,object,1,235.73794219430903
M0,17,intercept,object,2,200.0258660512679
M0,17,intercept,object,3,150.86607066187173
M0,17,intercept,object,4,123.31895130384817
M0,17,intercept,object,5,102.38927831274962
M0,17,intercept,object,6,86.00232577838442
M0,17,intercept,object,7,73.1185938464883
M0,17,intercept,grasp,0,322.1964977311984
M0,17,intercept,grasp,1,369.8869084557537
M0,17,intercept,grasp,2,336.0164947730171
M0,17,intercept,grasp,3,281.7402775218693
M0,17,intercept,grasp,4,269.512470153096
M0,17,intercept,grasp,5,267.41534148382345
M0,17,intercept,grasp,6,266.4069031054338
M0,17,intercept,grasp,7,265.8680346675103
M0,17,intercept,compression,0,0.11773165783604264
M0,17,intercept,compression,1,0.14991811289086052
M0,17,intercept,compression,2,0.3779326513771978
M0,17,intercept,compression,3,0.3557664353463415
M0,17,intercept,compression,4,0.3604510012594735
M0,17,intercept,compression,5,0.36474901892079165
M0,17,intercept,compression,6,0.3675116494469625
M0,17,intercept,compression,7,0.36946091179956403
M0,17,intercept,velocity,0,1.9125996621573451
M0,17,intercept,velocity,1,1.5211626738966746
M0,17,intercept,velocity,2,1.1672956132762378
M0,17,intercept,velocity,3,2.326342312911171
M0,17,intercept,velocity,4,9.279501994443576
M0,17,intercept,velocity,5,8.720612028448713
M0,17,intercept,velocity,6,9.143898363370532
M0,17,intercept,velocity,7,9.365830566821465
M0,17,intercept,smoothness,0,0.2135335919224063
M0,17,intercept,smoothness,1,2.7745659607224864
M0,17,intercept,smoothness,2,1.4746110593447588
M0,17,intercept,smoothness,3,0.30836805291702724
M0,17,intercept,smoothness,4,0.18803198333170648
M0,17,intercept,smoothness,5,0.18302677461185213
M0,17,intercept,smoothness,6,0.6022362120762055
M0,17,intercept,smoothness,7,0.8276570850770761
M0,17,pre_impact,object,0,275.4104785203705
M0,17,pre_impact,object,1,189.90483184276619
M0,17,pre_impact,object,2,163.009295981402
M0,17,pre_impact,object,3,125.5427616099968
M0,17,pre_impact,object,4,104.25961080983566
M0,17,pre_impact,object,5,87.99896914332918
M0,17,pre_impact,object,6,75.19748348851152
M0,17,pre_impact,object,7,65.0982880960799
M0,17,pre_impact,grasp,0,301.4124399025626
M0,17,pre_impact,grasp,1,339.4178585441642
M0,17,pre_impact,grasp,2,308.7448816978358
M0,17,pre_impact,grasp,3,264.9475986770943
M0,17,pre_impact,grasp,4,254.8319370994533
M0,17,pre_impact,grasp,5,253.07370231428933
M0,17,pre_impact,grasp,6,252.22682757526553
M0,17,pre_impact,grasp,7,251.7752006413085
M0,17,pre_impact,compression,0,1.9430965037169219
M0,17,pre_impact,compression,1,2.3992986095642324
M0,17,pre_impact,compression,2,5.648135996141888
M0,17,pre_impact,compression,3,5.435460887797888
M0,17,pre_impact,compression,4,5.513548918354932
M0,17,pre_impact,compression,5,5.579160425232261
M0,17,pre_impact,compression,6,5.621568918616635
M0,17,pre_impact,compression,7,5.651680020704475
M0,17,pre_impact,velocity,0,1.751182461372669
M0,17,pre_impact,velocity,1,1.4436962670899658
M0,17,pre_impact,velocity,2,1.0890289608233834
M0,17,pre_impact,velocity,3,2.0881147248769576
M0,17,pre_impact,velocity,4,7.2244170106700265
M0,17,pre_impact,velocity,5,6.7834157171169345
M0,17,pre_impact,velocity,6,7.085473262271475
M0,17,pre_impact,velocity,7,7.249873713973753
M0,17,pre_impact,smoothness,0,0.2724617114096364
M0,17,pre_impact,smoothness,1,2.6055881476171425
M0,17,pre_impact,smoothness,2,1.494698645423137
M0,17,pre_impact,smoothness,3,0.3461455683183411
M0,17,pre_impact,smoothness,4,0.23804659837199338
M0,17,pre_impact,smoothness,5,0.2329712045622751
M0,17,pre_impact,smoothness,6,0.6567900208040527
M0,17,pre_impact,smoothness,7,0.8722719019925852
M0,17,capture,object,0,88.85804113233444
M0,17,capture,object,1,69.36726498497893
M0,17,capture,object,2,62.875582643505325
M0,17,capture,object,3,52.55042449257079
M0,17,capture,object,4,46.3548159294958
M0,17,capture,object,5,41.75146265890889
M0,17,capture,object,6,38.26767823172589
M0,17,capture,object,7,35.57600837150913
M0,17,capture,grasp,0,173.74987660951592
M0,17,capture,grasp,1,181.3955307245379
M0,17,capture,grasp,2,171.27665502025383
M0,17,capture,grasp,3,161.5801884723031
M0,17,capture,grasp,4,159.3718711446917
M0,17,capture,grasp,5,158.94985882543017
M0,17,capture,grasp,6,158.72495625340113
M0,17,capture,grasp,7,158.5837414772008
M0,17,capture,compression,0,30.47062981821925
M0,17,capture,compression,1,35.13837546694001
M0,17,capture,compression,2,61.63938983007451
M0,17,capture,compression,3,59.08660470367491
M0,17,capture,compression,4,59.59857010424397
M0,17,capture,compression,5,60.04263557172606
M0,17,capture,compression,6,60.31474060714371
M0,17,capture,compression,7,60.500517255316446
M0,17,capture,velocity,0,2.1939624002066362
M0,17,capture,velocity,1,2.2283890318142747
M0,17,capture,velocity,2,2.2104567043624637
M0,17,capture,velocity,3,2.3725769655509086
M0,17,capture,velocity,4,3.898917332130983
M0,17,capture,velocity,5,3.659338300334412
M0,17,capture,velocity,6,3.7558662271879535
M0,17,capture,velocity,7,3.8391316590716267
M0,17,capture,smoothness,0,0.5863916846515834
M0,17,capture,smoothness,1,2.0158945835201774
M0,17,capture,smoothness,2,1.467343545909331
M0,17,capture,smoothness,3,0.6236702043265062
M0,17,capture,smoothness,4,0.5777158825622474
M0,17,capture,smoothness,5,0.5942854068326346
M0,17,capture,smoothness,6,0.8279246313229403
M0,17,capture,smoothness,7,0.9601213078261935
M0,17,hold,object,0,186.33339481257534
M0,17,hold,object,1,152.0884704718081
M0,17,hold,object,2,139.38876108015862
M0,17,hold,object,3,122.03516933340094
M0,17,hold,object,4,111.68640012641275
M0,17,hold,object,5,103.32307521293346
M0,17,hold,object,6,96.29310859363304
M0,17,hold,object,7,90.2518935816415
M0,17,hold,grasp,0,22.278463046169843
M0,17,hold,grasp,1,23.608424845093406
M0,17,hold,grasp,2,22.657852919929216
M0,17,hold,grasp,3,21.239273226722947
M0,17,hold,grasp,4,20.833809740632045
M0,17,hold,grasp,5,20.772824072854036
M0,17,hold,grasp,6,20.746871216640002
M0,17,hold,grasp,7,20.734547129349064
M0,17,hold,compression,0,91.97115595204622
M0,17,hold,compression,1,102.51095333276426
M0,17,hold,compression,2,161.92300635582984
M0,17,hold,compression,3,159.96644331280234
M0,17,hold,compression,4,161.4595542382635
M0,17,hold,compression,5,162.5788734320608
M0,17,hold,compression,6,163.28829661551228
M0,17,hold,compression,7,163.78456224462636
M0,17,hold,velocity,0,1.414506107150126
M0,17,hold,velocity,1,1.2566617221711291
M0,17,hold,velocity,2,1.1142159242706031
M0,17,hold,velocity,3,1.474013872488597
M0,17,hold,velocity,4,2.7502153840551418
M0,17,hold,velocity,5,2.690718361953241
M0,17,hold,velocity,6,2.7646056190618045
M0,17,hold,velocity,7,2.8048911873484297
M0,17,hold,smoothness,0,1.0999767933417433
M0,17,hold,smoothness,1,3.997998654513638
M0,17,hold,smoothness,2,3.181692279847202
M0,17,hold,smoothness,3,1.3104916851310022
M0,17,hold,smoothness,4,1.0013424399117417
M0,17,hold,smoothness,5,0.9828701529520444
M0,17,hold,smoothness,6,1.6826411157501557
M0,17,hold,smoothness,7,1.965337778963859
M0,27,intercept,object,0,398.0740247148637
M0,27,intercept,object,1,233.96272634340602
M0,27,intercept,object,2,180.3336187338091
M0,27,intercept,object,3,162.75164624369805
M0,27,intercept,object,4,147.0732369187459
M0,27,intercept,object,5,128.25604579845822
M0,27,intercept,object,6,109.82134327710133
M0,27,intercept,object,7,93.9736980710395
M0,27,intercept,grasp,0,243.83751463343785
M0,27,intercept,grasp,1,253.4219900431035
M0,27,intercept,grasp,2,262.7598365709632
M0,27,intercept,grasp,3,264.0286684581181
M0,27,intercept,grasp,4,263.12675238448617
M0,27,intercept,grasp,5,261.72161787235177
M0,27,intercept,grasp,6,260.32125995245127
M0,27,intercept,grasp,7,258.8985348345781
M0,27,intercept,compression,0,0.11833407378414713
M0,27,intercept,compression,1,0.1299954179704023
M0,27,intercept,compression,2,0.13721274838005051
M0,27,intercept,compression,3,0.13919150406814512
M0,27,intercept,compression,4,0.13957834715071737
M0,27,intercept,compression,5,0.1395640140860651
M0,27,intercept,compression,6,0.13945309649589357
M0,27,intercept,compression,7,0.13933203269379152
M0,27,intercept,velocity,0,1.311800346617655
M0,27,intercept,velocity,1,1.4244102737250972
M0,27,intercept,velocity,2,3.9202250446089124
M0,27,intercept,velocity,3,6.311279363294099
M0,27,intercept,velocity,4,6.891413723508897
M0,27,intercept,velocity,5,7.096968360869436
M0,27,intercept,velocity,6,7.275484334550696
M0,27,intercept,velocity,7,7.8930032510055375
M0,27,intercept,smoothness,0,0.2217689344689662
M0,27,intercept,smoothness,1,0.2857129355844852
M0,27,intercept,smoothness,2,0.23911840207883017
M0,27,intercept,smoothness,3,0.31486113401398513
M0,27,intercept,smoothness,4,0.3907912151277334
M0,27,intercept,smoothness,5,0.6771958443120257
M0,27,intercept,smoothness,6,0.793752786525775
M0,27,intercept,smoothness,7,0.8006725885753834
M0,27,pre_impact,object,0,131.59156044974424
M0,27,pre_impact,object,1,90.46298575482052
M0,27,pre_impact,object,2,76.70999745944036
M0,27,pre_impact,object,3,72.34318895816435
M0,27,pre_impact,object,4,68.55779891458297
M0,27,pre_impact,object,5,63.753047190365066
M0,27,pre_impact,object,6,58.651675921650764
M0,27,pre_impact,object,7,53.91575319470872
M0,27,pre_impact,grasp,0,245.67111884764918
M0,27,pre_impact,grasp,1,243.73676408356317
M0,27,pre_impact,grasp,2,245.15629075375196
M0,27,pre_impact,grasp,3,245.43295615909526
M0,27,pre_impact,grasp,4,245.28098663049244
M0,27,pre_impact,grasp,5,245.05585427088096
M0,27,pre_impact,grasp,6,244.83908285513854
M0,27,pre_impact,grasp,7,244.62893819575245
M0,27,pre_impact,compression,0,0.9506346345131277
M0,27,pre_impact,compression,1,0.9683690428347488
M0,27,pre_impact,compression,2,0.9795840436846541
M0,27,pre_impact,compression,3,0.9841902598488455
M0,27,pre_impact,compression,4,0.9866416859273249
M0,27,pre_impact,compression,5,0.988273512874716
M0,27,pre_impact,compression,6,0.98936265183144
M0,27,pre_impact,compression,7,0.990064166123417
M0,27,pre_impact,velocity,0,4.8739406033279185
M0,27,pre_impact,velocity,1,3.7436745996122003
M0,27,pre_impact,velocity,2,3.2071560763710196
M0,27,pre_impact,velocity,3,3.854448279452193
M0,27,pre_impact,velocity,4,4.012643045919094
M0,27,pre_impact,velocity,5,4.062975137855931
M0,27,pre_impact,velocity,6,4.107123897435448
M0,27,pre_impact,velocity,7,4.25680135666053
M0,27,pre_impact,smoothness,0,0.5340264380336353
M0,27,pre_impact,smoothness,1,0.4611046093583835
M0,27,pre_impact,smoothness,2,0.45559754819375187
M0,27,pre_impact,smoothness,3,0.41654325410058485
M0,27,pre_impact,smoothness,4,0.43632491438864507
M0,27,pre_impact,smoothness,5,0.513394674056872
M0,27,pre_impact,smoothness,6,0.542959194811379
M0,27,pre_impact,smoothness,7,0.5451684085892236
M0,27,capture,object,0,21.43877067153423
M0,27,capture,object,1,20.732113874273672
M0,27,capture,object,2,20.60280238044708
M0,27,capture,object,3,20.559834645710357
M0,27,capture,object,4,20.55980051001133
M0,27,capture,object,5,20.62944114505789
M0,27,capture,object,6,20.774512912904044
M0,27,capture,object,7,20.963075343113076
M0,27,capture,grasp,0,150.1973568186588
M0,27,capture,grasp,1,149.86501183298384
M0,27,capture,grasp,2,149.13066880114164
M0,27,capture,grasp,3,149.51771417644392
M0,27,capture,grasp,4,150.0766560079145
M0,27,capture,grasp,5,150.5846427287775
M0,27,capture,grasp,6,150.9869639099025
M0,27,capture,grasp,7,151.30063847408772
M0,27,capture,compression,0,28.58483448024754
M0,27,capture,compression,1,28.759674214184585
M0,27,capture,compression,2,28.694580766133942
M0,27,capture,compression,3,28.628624790963734
M0,27,capture,compression,4,28.590182629790107
M0,27,capture,compression,5,28.564594820970694
M0,27,capture,compression,6,28.54798871034324
M0,27,capture,compression,7,28.540063139567458
M0,27,capture,velocity,0,3.7596821234593936
M0,27,capture,velocity,1,3.5479877677291154
M0,27,capture,velocity,2,2.4868285436754154
M0,27,capture,velocity,3,2.2271700087277866
M0,27,capture,velocity,4,2.1560190447394487
M0,27,capture,velocity,5,2.1350068152280266
M0,27,capture,velocity,6,2.1245799745133542
M0,27,capture,velocity,7,2.1055878955850917
M0,27,capture,smoothness,0,1.0903365639757705
M0,27,capture,smoothness,1,0.8316231771795689
M0,27,capture,smoothness,2,0.9306489186437292
M0,27,capture,smoothness,3,0.8473403204027217
M0,27,capture,smoothness,4,0.8215144099247216
M0,27,capture,smoothness,5,0.7699615429323607
M0,27,capture,smoothness,6,0.745971480974249
M0,27,capture,smoothness,7,0.7469029610199894
M0,27,hold,object,0,147.39785351618522
M0,27,hold,object,1,126.82333774413927
M0,27,hold,object,2,119.51212654534307
M0,27,hold,object,3,117.61386359285079
M0,27,hold,object,4,116.45152354481219
M0,27,hold,object,5,114.55748165917106
M0,27,hold,object,6,111.4942896320381
M0,27,hold,object,7,107.39106655465682
M0,27,hold,grasp,0,20.271310132498098
M0,27,hold,grasp,1,20.17877400088634
M0,27,hold,grasp,2,20.33139899497894
M0,27,hold,grasp,3,20.340855906369676
M0,27,hold,grasp,4,20.311088193069153
M0,27,hold,grasp,5,20.277384208855285
M0,27,hold,grasp,6,20.247108853544365
M0,27,hold,grasp,7,20.219598821513422
M0,27,hold,compression,0,78.49443098742276
M0,27,hold,compression,1,81.129311123103
M0,27,hold,compression,2,82.56400119880522
M0,27,hold,compression,3,83.03609302395355
M0,27,hold,compression,4,83.25454531337986
M0,27,hold,compression,5,83.39559867814442
M0,27,hold,compression,6,83.48901258917739
M0,27,hold,compression,7,83.55171127116566
M0,27,hold,velocity,0,1.2994674646485747
M0,27,hold,velocity,1,1.3176012611502652
M0,27,hold,velocity,2,1.8647635263350193
M0,27,hold,velocity,3,2.1931675357237577
M0,27,hold,velocity,4,2.247140065546615
M0,27,hold,velocity,5,2.260261046022995
M0,27,hold,velocity,6,2.2726846466068826
M0,27,hold,velocity,7,2.3043620385243115
M0,27,hold,smoothness,0,1.3280780232031053
M0,27,hold,smoothness,1,1.298782388061855
M0,27,hold,smoothness,2,1.191725211996035
M0,27,hold,smoothness,3,1.2433112009529976
M0,27,hold,smoothness,4,1.3775637124256834
M0,27,hold,smoothness,5,1.6291725145401286
M0,27,hold,smoothness,6,1.6874361397665232
M0,27,hold,smoothness,7,1.700224882687463
